horse,career_runs,win_strike_rate
Absolute Blast (IRE),16,0.1875
Absolute Bliss (GB),5,0.0
Absolute Champion (USA),10,0.2
Absolute City (FR),11,0.1818181818181818
Absolute Dream (IRE),83,0.1204819277108433
Absolute Empress (AUS),0,0.0
Absolute Flirt (AUS),3,0.0
Absolute Gem (AUS),0,0.0
Absolute Grit (IRE),9,0.1111111111111111
Absolute Grit (USA),2,0.0
Absolute Heart (AUS),1,1.0
Absolute Honour (IRE),18,0.0555555555555555
Absolute Jaffa (GB),8,0.25
Absolute Jewel (CAN),0,0.0
Absolute Lucky (AUS),4,0.0
Absolute Magic (AUS),0,0.0
Absolute Notions (IRE),6,0.5
Absolute One Right (IRE),20,0.0
Absolute Peach (IRE),5,0.0
Absolute Power (FR),2,0.0
Absolute Power (GB),6,0.0
Absolute Queen (IRE),24,0.125
Absolute Queen (JPN),0,0.0
Absolute Ruler (USA),18,0.1111111111111111
Absolute Scenes (IRE),2,0.0
Absolute Silence (GER),2,0.0
Absolute Star (GB),7,0.2857142857142857
Absolute Steel (IRE),4,0.25
Absolute Summer (FR),10,0.1
Absolute Sunshine (AUS),15,0.0
Absolute Sway (GB),7,0.2857142857142857
Absolute Yes (FR),2,0.0
Absolute Zero (IRE),11,0.1818181818181818
Absoluteassignment (IRE),2,0.0
Absolutely (IRE),1,0.0
Absolutely Aiden (USA),0,0.0
Absolutely Awesome (GB),11,0.0909090909090909
Absolutely Buzzing (IRE),8,0.125
Absolutely Bygones (IRE),9,0.0
Absolutely Certain (IRE),2,0.0
Absolutely Cool (USA),0,0.0
Absolutely Divine (IRE),2,0.0
Absolutely Doyen (IRE),9,0.5555555555555556
Absolutely Dylan (IRE),28,0.1071428571428571
Absolutely Fine (IRE),5,0.0
Absolutely Frankie (GB),3,0.0
Absolutely Not (IRE),4,0.0
Absolutely So (IRE),15,0.1333333333333333
Absolutely Stylish (USA),0,0.0
Absolutely Yes (SAF),0,0.0
Absolutely Zero (USA),1,0.0
Absolutelyflawless (GB),19,0.1578947368421052
Absolutio (FR),13,0.1538461538461538
Absolution (AUS),0,0.0
Absolutismo (JPN),0,0.0
Absolutlyfantastic (GB),12,0.0833333333333333
Absolutlypositivly (AUS),1,0.0
Absorbing (IRE),13,0.0
Absteme (FR),0,0.0
Abstemious (GB),11,0.0909090909090909
Abstinence (GB),4,0.25
Abstract (FR),4,0.25
Abstract (IRE),46,0.0217391304347826
Abstract Art (IRE),11,0.0
Abstract Paynter (USA),0,0.0
Abstraction (IRE),26,0.0769230769230769
Abstruse (AUS),0,0.0
Absurde (FR),29,0.2068965517241379
Abu (SPA),0,0.0
Abu Dhabi (BRZ),1,0.0
Abu Dhabi Doo (GB),3,0.0
Abu Eva (PER),1,0.0
Abu Hazem (GB),6,0.0
Abu Jaafar (IRE),0,0.0
Abu Khadra (IRE),1,0.0
Abu Malek (IRE),5,0.2
Abu Qir Bay (JPN),6,0.1666666666666666
Abu Royal (IRE),24,0.0416666666666666
Abu Shaakir (IRE),0,0.0
Abu Sidra (FR),2,0.0
Abuela Cori (USA),0,0.0
Abuela Loca (USA),0,0.0
Abuelo (FR),3,0.0
Abuelo Gregorio (ARG),0,0.0
Abueyo (ARG),1,0.0
Abuffalosoldier (IRE),17,0.2352941176470588
Abuja (FR),0,0.0
Abuja (IRE),7,0.0
Abunchofmemories (IRE),3,0.0
Abundance (GB),5,0.4
Abundancia (FR),0,0.0
Abundancia (USA),3,0.0
Abundant (IRE),3,0.3333333333333333
Abundant Courage (IRE),11,0.0
Abundant Moon (IRE),0,0.0
Abundantly (GB),4,0.5
Abushamah (IRE),69,0.072463768115942
Abwaaq (USA),3,0.0
Abwab (IRE),5,0.0
Aby DAns (FR),0,0.0
Abyaat (IRE),13,0.0769230769230769
Abynga (FR),1,0.0
Abyroy (USA),4,0.0
Abyssinian (IRE),13,0.1538461538461538
Abyssinian (USA),1,0.0
Aca Awesome (GB),0,0.0
Aca Fast (AUS),0,0.0
Aca Power (AUS),38,0.1052631578947368
Acacia (FR),3,0.0
Acacia Dream (IRE),0,0.0
Acacus (GB),8,0.125
Academe (IRE),6,0.0
Academic (CAN),5,0.6
Academic (IRE),5,0.2
Academic Break (USA),0,0.0
Academician (GB),3,0.0
Academus (ARG),2,0.0
Academy (AUS),0,0.0
Academy (IRE),3,0.0
Academy Award (SAF),0,0.0
Academy Bay (USA),0,0.0
Academy General (IRE),16,0.0
Academy House (IRE),4,0.25
Academy Winner (USA),8,0.0
Acadia Fleet (USA),0,0.0
Acadian (FR),15,0.0
Acadian Angel (IRE),30,0.1
Acadian City (GB),6,0.0
Acai (IRE),5,0.0
Acajou Des Bieffes (FR),11,0.0909090909090909
Acanella (GB),7,0.2857142857142857
Acanto (IRE),0,0.0
Acantos (FR),4,0.0
Acapella Blu (IRE),3,0.0
Acapella Bourgeois (FR),28,0.2857142857142857
Acapella Style (FR),4,0.0
Acapello (IRE),0,0.0
Acapulco (USA),4,0.5
Acapulco Bay (GB),6,0.0
Acapulco Bay (IRE),11,0.0909090909090909
Acapulco Gold (FR),3,0.0
Acapulco Gold (IRE),5,0.0
Acari (IRE),25,0.08
Acaro (FR),16,0.0625
Acary (FR),3,0.3333333333333333
Acaster Malbis (FR),3,0.0
Acatana (FR),0,0.0
Acca Laurentia (IRE),2,0.0
Accacia (GB),4,0.0
Accademia (GB),2,0.0
Accakaba (IRE),7,0.2857142857142857
Accalia (IRE),20,0.05
Accede (USA),3,0.0
Accel (JPN),1,0.0
Accelerando (IRE),14,0.0
Accelerando (NZ),5,0.4
Accelerate (JPN),0,0.0
Accelerate (USA),16,0.5
Accelerator (FR),13,0.1538461538461538
Accelereight (FR),4,0.0
Accelerize (USA),2,0.5
Accent (GB),0,0.0
Accent Francais (IRE),6,0.1666666666666666
Accento (GB),2,0.0
Accentuate (GB),5,0.2
Accentus (FR),16,0.0625
Accept (IRE),1,0.0
Accept No Other (CAN),0,0.0
Acceptance (FR),8,0.0
Acceptance (USA),3,0.0
Accepted (IRE),0,0.0
Access (JPN),1,0.0
Access This (USA),0,0.0
Access Years (AUS),0,0.0
Accessallareas (IRE),45,0.0666666666666666
Accession (AUS),5,0.0
Accession (IRE),23,0.0869565217391304
Accession Years (AUS),5,0.0
Accessor (IRE),23,0.1304347826086956
Accessory (IRE),29,0.0689655172413793
Accident (USA),1,0.0
Accidental (IRE),4,0.0
Accidental Agent (GB),56,0.125
Accidental Bid (GB),2,0.0
Accidental Genius (USA),0,0.0
Accidental Hero (USA),1,1.0
Accidental Legend (IRE),20,0.25
Accidental Rebel (GB),24,0.1666666666666666
Accino (GER),1,0.0
Accio (IRE),2,0.0
Accionador (ARG),1,0.0
Accionadora (ARG),0,0.0
Accipiter (GB),6,0.0
Accladora (GB),25,0.04
Acclafrith (IRE),3,0.3333333333333333
Acclaim The Nation (IRE),32,0.21875
Acclaim To Royalty (IRE),12,0.0
Acclaimed Freedom (GB),3,0.3333333333333333
Acclaimed Light (IRE),42,0.0952380952380952
Acclaimed Princess (GB),0,0.0
Acclaimer (GB),4,0.0
Acclam (FR),19,0.0
Acclamadic (IRE),2,0.0
Acclamate (IRE),2,0.0
Acclamatic (IRE),3,0.0
Acclamatio (IRE),29,0.0689655172413793
Acclamation Star (GB),0,0.0
Acclimate (USA),14,0.2142857142857142
Acclio (IRE),13,0.1538461538461538
Accola (GB),2,0.5
Accolade Start (IRE),18,0.0
Accolady (USA),0,0.0
Accommodate (IRE),4,0.25
Accommodate Eva (USA),2,0.0
Accommodation (IRE),3,0.0
Accompanied (USA),4,0.0
Accompanist (IRE),4,0.0
Accomplice (FR),4,0.0
Accomplice (GB),52,0.1153846153846153
Accomplished (IRE),5,0.2
Accomplished Girl (USA),5,0.2
Accon (GER),7,0.1428571428571428
Accord (IRE),12,0.0833333333333333
Accord DArgent (FR),12,0.1666666666666666
Accord Parfait (FR),3,0.0
Accordance (GB),4,0.25
According To Alex (FR),7,0.0
According To Dan (IRE),0,0.0
According To Harry (IRE),17,0.1764705882352941
According To Mark (IRE),1,0.0
According To Sarah (IRE),3,0.0
According To Them (IRE),6,0.1666666666666666
According To Trev (IRE),14,0.0
Accordingtogino (IRE),16,0.0625
Accordingtojodie (IRE),0,0.0
Accordingtojohnny (IRE),0,0.0
Accordingtopalm (IRE),3,0.0
Accordini (GB),7,0.0
Accordion Legacy (IRE),3,0.0
Accordion Twilight (IRE),20,0.05
Accost (IRE),3,0.0
Account (GB),0,0.0
Accountability (IRE),2,0.0
Accra Beach (USA),1,0.0
Accra Girl (GB),0,0.0
Accredit (GB),2,0.5
Accredit (USA),1,0.0
Accredited (AUS),2,0.0
Accredited (FR),2,0.5
Accredited (GB),5,0.0
Accretive (USA),4,0.0
Accrington Stanley (GB),29,0.0344827586206896
Accroche Coeur (FR),3,0.0
Accrual (GB),21,0.238095238095238
Accumulate (GB),3,0.6666666666666666
Accuracy (USA),0,0.0
Accurate (GB),14,0.1428571428571428
Accuse (AUS),2,0.5
Accustomed (IRE),10,0.0
Accwest (IRE),8,0.0
Acdc (IRE),32,0.15625
Ace (FR),5,0.0
Ace (NZ),10,0.1
Ace Artist (GB),1,0.0
Ace Aussie (IRE),20,0.05
Ace Brannigan (IRE),3,0.3333333333333333
Ace Card (IRE),6,0.0
Ace Champion (IRE),5,0.0
Ace Cheetah (USA),12,0.0
Ace Combat (GB),10,0.1
Ace Fighter Pilot (GB),1,0.0
Ace High (AUS),23,0.1739130434782608
Ace High (GB),2,0.0
Ace Impact (IRE),3,1.0
Ace In The Pack (IRE),7,0.0
Ace It (USA),0,0.0
Ace King (GB),20,0.15
Ace King Queen (IRE),2,0.0
Ace Korea (USA),3,0.0
Ace Master (GB),33,0.1212121212121212
Ace Of Aces (FR),3,0.0
Ace Of Arts (IRE),7,0.0
Ace Of Clubs (AUS),0,0.0
Ace Of Clubs (USA),3,0.0
Ace Of Diamonds (IRE),14,0.0714285714285714
Ace Of Harts (GB),2,0.0
Ace Of Marmalade (IRE),4,0.0
Ace Of Spades (FR),14,0.3571428571428571
Ace Of Spades (USA),2,0.0
Ace One (AUS),21,0.0952380952380952
Ace Power (AUS),27,0.1111111111111111
Ace Raising (JPN),0,0.0
Ace Rebel (GB),0,0.0
Ace Rothstein (USA),32,0.09375
Ace Talent (NZ),22,0.0
Ace Time (GB),30,0.0666666666666666
Ace Ventura (GB),12,0.0833333333333333
Ace Victory (AUS),11,0.0909090909090909
Ace War (IRE),21,0.0952380952380952
Ace With (JPN),0,0.0
Aced It (IRE),31,0.0967741935483871
Acemanan (FR),0,0.0
Acento Final (ARG),11,0.2727272727272727
Aceofadiamond (IRE),6,0.0
Acer (GB),9,0.0
Acer (NZ),0,0.0
Acer Alley (GB),5,0.4
Acerbo (GER),3,0.0
Acertain Circus (GB),11,0.1818181818181818
Acertive Miss (USA),0,0.0
Acertwo (GB),6,0.3333333333333333
Aces (IRE),44,0.1136363636363636
Aces And Eights (FR),2,0.0
Aces And Kings (IRE),8,0.0
Aces Full (FR),6,0.0
Aces High (IRE),3,0.0
Aces High (USA),0,0.0
Aces Honor (USA),0,0.0
Aces N Kings (GB),3,0.0
Aces Over Eights (IRE),18,0.1111111111111111
Aces Wild (IRE),34,0.1470588235294117
Acey Milan (IRE),25,0.2
Ach Captain (IRE),0,0.0
Ach Was (GER),0,0.0
Achaeus (GER),5,0.0
Achalugo (USA),1,0.0
Achdir (FR),0,0.0
Achelois (IRE),16,0.25
Achemenes (FR),6,0.0
Achendar (IRE),6,0.0
Achernar (IRE),3,0.0
Achernar Star (AUS),13,0.0
Achernar Star (JPN),5,0.0
Acheron (GB),4,0.0
Acheso (IRE),0,0.0
Achi Baba (AUS),1,0.0
Achianna (USA),5,0.0
Achicoco (FR),1,0.0
Achievable (IRE),0,0.0
Achieve (NZ),0,0.0
Achieve Victory (AUS),0,0.0
Achiever (AUS),5,0.0
Achiever (IRE),8,0.0
Achievers Legacy (USA),2,0.0
Achilea Chope (FR),5,0.0
Achilipu (PER),1,0.0
Achill Island (FR),1,0.0
Achill Queen (GB),4,0.0
Achill Road Boy (IRE),50,0.08
Achille (FR),27,0.1111111111111111
Achille Des Aigles (FR),29,0.0
Achille Des Rocs (FR),5,0.4
Achillea (FR),32,0.09375
Achillea (GB),20,0.15
Achilleas (FR),0,0.0
Achilles Warrior (USA),1,0.0
Achilleus (FR),8,0.0
Achim Dongja (KOR),0,0.0
Achimota (IRE),12,0.25
Achira (AUS),2,0.0
Achira (USA),1,0.0
Achird (IRE),1,0.0
Achispada (ARG),1,0.0
Achki (FR),45,0.0444444444444444
Achlis (IRE),2,0.0
Achlys (AUS),0,0.0
Achnaha (IRE),8,0.0
Achnamara (GB),57,0.1228070175438596
Achour (FR),37,0.054054054054054
Acht Na Gaeilge (IRE),2,0.0
Achtung (SPA),4,0.0
Achtung Baby (FR),1,0.0
Achy Breaky Heart (IRE),19,0.1578947368421052
Acid (GB),7,0.1428571428571428
Acid Test (GB),1,0.0
Acierto Total (ARG),0,0.0
Acker (USA),1,0.0
Acker Bilk (IRE),14,0.2142857142857142
Ackeret (USA),1,0.0
Ackerman Road (USA),0,0.0
Ackertac (IRE),3,0.0
Acklam Express (IRE),30,0.0666666666666666
Acklam Gold (IRE),5,0.0
Acknowledgemeplz (USA),2,0.0
Aclaim (IRE),14,0.4285714285714285
Aclaim To Fame (IRE),13,0.0
Aclaimed Art (IRE),4,0.25
Aclaimed Lady (GB),3,0.0
Aclass (IRE),19,0.0526315789473684
Aclassagold (IRE),7,0.0
Acleanpairofhooves (IRE),6,0.1666666666666666
Aclimatise (GB),11,0.2727272727272727
Aclou (FR),6,0.0
Acmayag (FR),9,0.0
Acme (FR),0,0.0
Acolyte (IRE),12,0.25
Acom (GB),10,0.0
Acombboy (GB),0,0.0
Aconcagua (ITY),3,0.0
Aconcagua Mountain (IRE),30,0.1333333333333333
Aconite (IRE),0,0.0
Aconito (GER),0,0.0
Acordingtoscript (IRE),1,0.0
Acorn (FR),5,0.2
Acorn (JPN),2,0.0
Acorn (SAF),0,0.0
Acorn Path (JPN),0,0.0
Acotango (FR),11,0.0
Acotango (IRE),17,0.0588235294117647
Acoustic (FR),3,0.0
Acoustic (IRE),12,0.0
Acoustic (USA),0,0.0
Acoustic Ave (USA),4,0.0
Acoustic Shadow (USA),0,0.0
Acqua DAzzurra (FR),2,0.0
Acqua Di Gioia (IRE),6,0.0
Acqua Fresh (URU),1,0.0
Acqua Luna (FR),0,0.0
Acquabella (FR),3,0.3333333333333333
Acquaint (IRE),1,0.0
Acquamarina (FR),8,0.0
Acquarello (AUS),0,0.0
Acquasparta (FR),2,0.0
Acquest (IRE),2,0.0
Acquiescent (IRE),22,0.1363636363636363
Acquire (GB),2,0.0
Acquirer (IRE),8,0.0
Acquisitor (GB),17,0.1764705882352941
Acquisto (NZ),0,0.0
Acquittal (GB),4,0.0
Acquitted (IRE),8,0.25
Acquitted (USA),0,0.0
Acqume (AUS),3,0.0
Acrai Rua (IRE),3,0.0
Acregate (GB),14,0.0
Acreswood (GB),0,0.0
Acrion (IRE),4,0.5
Acrisius (GB),11,0.1818181818181818
Acriveen (IRE),3,0.0
Acrobate (GB),2,0.0
Acrodance (AUS),0,0.0
Acroleina (IRE),30,0.0666666666666666
Acromantula (AUS),6,0.0
Acromatic (IRE),5,0.0
Acronym (IRE),9,0.3333333333333333
Acrophase (JPN),1,0.0
Acrophobic (AUS),2,0.0
Acropoli (FR),5,0.0
Across Da Universe (IRE),10,0.0
Across Dubai (GB),9,0.3333333333333333
Across Earth (IRE),19,0.1578947368421052
Across Seattle (SAF),0,0.0
Across The Bay (IRE),3,0.0
Across The Channel (FR),15,0.0
Across The Gulch (ARG),1,0.0
Across The Line (IRE),26,0.1538461538461538
Across The Nile (GB),12,0.25
Across The Ocean (IRE),18,0.0
Across The Park (IRE),7,0.0
Across The Pond (USA),0,0.0
Across The Road (IRE),2,0.0
Across The Sea (GB),12,0.0833333333333333
Across The Sky (IRE),0,0.0
Across The Stars (IRE),22,0.0909090909090909
Across The Tweed (IRE),0,0.0
Acrostar (AUS),2,0.0
Acrux (GB),36,0.1944444444444444
Acrux (JPN),0,0.0
Acrux Cass (IRE),12,0.0833333333333333
Act A Fool (USA),0,0.0
Act Accordingly (GB),4,0.0
Act Alone (GB),4,0.0
Act Casual (GB),2,0.0
Act Eight (IRE),0,0.0
Act Fast (GB),1,1.0
Act Four (IRE),12,0.1666666666666666
Act In Line (GB),1,0.0
Act In Time (IRE),19,0.1578947368421052
Act Like Artie (CAN),0,0.0
Act Naturally (GB),12,0.0833333333333333
Act Now (GB),17,0.1764705882352941
Act Of Approval (IRE),4,0.0
Act Of Authority (FR),20,0.25
Act Of Bravery (GB),1,0.0
Act Of Faith (AUS),18,0.1111111111111111
Act Of Freedom (IRE),3,0.0
Act Of Generosity (GB),0,0.0
Act Of God (GB),33,0.1515151515151515
Act Of Honor (GB),2,0.0
Act Of Innocence (IRE),6,0.5
Act Of Kalanisi (IRE),0,0.0
Act Of Kindness (GB),3,0.3333333333333333
Act Of Loyalty (AUS),0,0.0
Act Of Magic (IRE),46,0.108695652173913
Act Of Passion (GB),8,0.125
Act Of Reason (IRE),17,0.0
Act Of State (ARG),0,0.0
Act Of Supremacy (IRE),7,0.0
Act Of Valour (GB),15,0.2
Act Of Violence (GB),19,0.1052631578947368
Act Of War (ITY),3,0.3333333333333333
Act Of War (SAF),1,0.0
Act Of Will (GB),9,0.0
Act Of Wisdom (IRE),21,0.1428571428571428
Act Swiftly (IRE),3,0.0
Act Your Shoe Size (GB),5,0.0
Acta Est Fabula (FR),18,0.0
Acta Non Verba (AUS),1,0.0
Actaea (GB),7,0.0
Acte Six (FR),3,0.0
Actee (IRE),3,0.0
Acteon (ARG),0,0.0
Acteon Gaucho (BRZ),1,0.0
Acteur Secret (IRE),6,0.3333333333333333
Acti Beauty (JPN),2,0.0
Actif (JPN),0,0.0
Actin Like A Diva (IRE),9,0.1111111111111111
Acting (NZ),2,0.5
Acting Lass (IRE),14,0.3571428571428571
Actinpieces (GB),26,0.2692307692307692
Action (AUS),5,0.2
Action (IRE),5,0.2
Action Dan (IRE),2,0.0
Action Des Flos (FR),0,0.0
Action Discrete (FR),1,0.0
Action Du Berlais (FR),3,0.0
Action Du Manoir (FR),5,0.4
Action Everyday (USA),1,0.0
Action Hero (IRE),8,0.25
Action Hero (USA),0,0.0
Action Master (GB),4,0.0
Action Motion (IRE),35,0.0285714285714285
Action Pact (GB),8,0.125
Action Parfaite (FR),7,0.1428571428571428
Action Pauliene (FR),2,0.0
Action Plan (IRE),23,0.0869565217391304
Action Plan (JPN),2,0.0
Action Point (IRE),28,0.0714285714285714
Action Potential (USA),0,0.0
Action Pure (GER),0,0.0
Action Pursuits (GB),2,0.0
Action Reaction (GB),4,0.0
Action Replay (IRE),7,0.0
Action Sim (FR),0,0.0
Action Speciale (FR),3,0.0
Action Star (JPN),22,0.0
Action Station (IRE),9,0.0
Actiondancer (IRE),9,0.0
Activated (IRE),2,0.0
Activation (GB),10,0.0
Active Approach (GB),10,0.0
Active Duty (FR),13,0.0
Active Force (IRE),4,0.25
Active In Milan (IRE),0,0.0
Active Merry (USA),0,0.0
Active Minoru (JPN),14,0.0714285714285714
Active Pass (USA),0,0.0
Active Spirit (IRE),21,0.1904761904761904
Activial (FR),30,0.0666666666666666
Activist (FR),19,0.2105263157894736
Activist Investing (GB),1,0.0
Activiste (IRE),1,0.0
Activius (IRE),5,0.0
Actlikeacountess (GB),6,0.1666666666666666
Acto (FR),9,0.1111111111111111
Acto Virtuoso (CHI),0,0.0
Acton Bell (GB),7,0.0
Actonetaketwo (GB),21,0.0952380952380952
Actress (IRE),13,0.2307692307692307
Actress (USA),6,0.3333333333333333
Actress On Board (USA),0,0.0
Actualisation (GB),6,0.0
Actuality (AUS),1,0.0
Actuality (IRE),1,0.0
Actually (IRE),8,0.0
Actually (USA),0,0.0
Actually Ann (GB),3,0.0
Actually In Love (FR),6,0.1666666666666666
Actuariat (AUS),27,0.074074074074074
Actuary (GB),2,0.0
Actuator (USA),2,0.5
Acturus (GER),0,0.0
Acuarela (FR),1,0.0
Acude En Mi Ayuda (CHI),0,0.0
Acuity (GB),2,0.0
Acunta (CHI),1,0.0
Acuto (JPN),0,0.0
Ad Acta (GER),4,0.0
Ad Altisima (SAF),1,0.0
Ad Astra (GER),1,0.0
Ad Augusta (FR),5,0.0
Ad Caelum (IRE),34,0.1176470588235294
Ad Dabaran (GER),4,0.0
Ad Debel (FR),2,0.0
Ad Idem (GB),15,0.0
Ad Idem (SAF),1,0.0
Ad Infinitum (GB),7,0.1428571428571428
Ad Libitum (FR),0,0.0
Ad Libitum (GB),38,0.0789473684210526
Ad Limina (FR),3,0.0
Ad Merajj (FR),13,0.2307692307692307
Ad Valorem Queen (IRE),9,0.0
Ad Vitam (IRE),40,0.075
Ada Lovelace (GB),19,0.1052631578947368
Ada Misobel (IRE),21,0.0952380952380952
Ada Rose (GB),3,0.0
Ada Thorne (IRE),1,0.0
Adaalady (GB),5,0.0
Adaay (IRE),12,0.25
Adaay Atatime (IRE),9,0.0
Adaay Dancing (GB),16,0.0
Adaay Dream (GB),7,0.1428571428571428
Adaay Forever (GB),3,0.0
Adaay In Asia (GB),20,0.35
Adaay In Devon (GB),24,0.2916666666666667
Adaay Of Scarlett (IRE),1,1.0
Adaay To Remember (GB),9,0.2222222222222222
Adaay To Win (GB),2,0.0
Adaay With Friends (GB),1,0.0
Adaay With Michael (GB),3,0.0
Adaaydreambeliever (GB),7,0.1428571428571428
Adaayinmay (GB),3,0.0
Adaayinourlife (GB),23,0.0434782608695652
Adaaylight Dancer (IRE),2,0.5
Adaaylikethis (GB),2,0.0
Adaays Grace (GB),2,0.0
Adabbah (IRE),4,0.25
Adabeyaat (GB),0,0.0
Adaboy Mushy (IRE),1,1.0
Adaboy Ross (AUS),0,0.0
Adace (GB),60,0.1166666666666666
Adadream (GB),4,0.0
Adaga Do Rei (BRZ),0,0.0
Adage (AUS),0,0.0
Adagio (AUS),0,0.0
Adagio (GER),10,0.3
Adagio Des Bordes (FR),23,0.2608695652173913
Adakaz (IRE),4,0.0
Adalene (GB),6,0.0
Adalida (GB),11,0.0
Adalida (USA),0,0.0
Adalita (AUS),0,0.0
Adaliya (IRE),6,0.1666666666666666
Adaliz (GER),7,0.2857142857142857
Adalo (GER),0,0.0
Adam Barows (JPN),4,0.0
Adam Du Breteau (FR),22,0.1363636363636363
Adam Tiler (USA),7,0.0
Adamant (GER),5,0.4
Adamant (USA),0,0.0
Adamantine (JPN),0,0.0
Adamantly (IRE),3,0.0
Adamantly Chosen (IRE),27,0.1851851851851851
Adamara (FR),0,0.0
Adamaris (IRE),32,0.15625
Adamhill (IRE),10,0.0
Adamina (AUS),2,0.0
Adamlyi (GB),2,0.0
Adams Ale (GB),40,0.075
Adams Angel (IRE),17,0.0
Adams Apple (JPN),2,0.0
Adams Barbour (IRE),45,0.1555555555555555
Adams Boy (IRE),6,0.0
Adams Bridge (JPN),0,0.0
Adams Park (GB),21,0.0476190476190476
Adams Peak (IRE),7,0.0
Adams Rib (GB),1,0.0
Adams Star (IRE),3,0.0
Adams Wood (IRE),1,0.0
Adamstown (IRE),3,0.0
Adana (AUS),4,0.0
Adana (FR),0,0.0
Adana Blue (FR),4,0.0
Adandiman (AUS),0,0.0
Adapt To Dan (IRE),45,0.0888888888888888
Adara (FR),1,0.0
Adare Beauty (IRE),11,0.0
Adare Manor (USA),11,0.5454545454545454
Adarenna (IRE),22,0.0454545454545454
Adas Day (FR),5,0.0
Adashelby (IRE),6,0.0
Adateformary (IRE),5,0.0
Adatorio (GB),18,0.0
Adatto (NZ),0,0.0
Adayar (IRE),12,0.4166666666666667
Adayondek (AUS),0,0.0
Adba (FR),4,0.0
Addarella (IRE),17,0.1176470588235294
Added Attraction (USA),0,0.0
Added Bonus (IRE),60,0.0333333333333333
Added Time (IRE),0,0.0
Addenda (IRE),2,0.0
Addendum (GB),3,0.0
Addeybb (IRE),25,0.44
Addicted Love (FR),7,0.1428571428571428
Addicted To Chaos (USA),8,0.0
Addicted To Luck (GB),16,0.125
Addicted To You (IRE),20,0.15
Addiction Dream (FR),9,0.1111111111111111
Addiction Gagnante (FR),6,0.0
Addictive (IRE),5,0.0
Addictive (USA),0,0.0
Addictive Dream (IRE),10,0.0
Addictive Habit (NZ),7,0.1428571428571428
Addictive Nature (AUS),6,0.1666666666666666
Addictive Nature (IRE),2,0.0
Addie Boo Boo (IRE),11,0.0
Addilyn (USA),2,0.0
Addingham (GB),2,0.0
Addis Ababa (IRE),17,0.1176470588235294
Addison (USA),2,0.0
Addison Grey (GB),8,0.375
Additional (IRE),12,0.0833333333333333
Additional Time (IRE),4,0.25
Addmann (GB),4,0.0
Addosh (GB),58,0.1034482758620689
Addragoole (IRE),19,0.1578947368421052
Addriel (AUS),1,0.0
Ade Boy (IRE),3,0.3333333333333333
Adeb (IRE),12,0.3333333333333333
Adechop (FR),0,0.0
Adeenne De Sevres (FR),4,0.0
Adeera (USA),0,0.0
Adefill (AUS),18,0.1666666666666666
Adega Zip (BRZ),0,0.0
Adehaine (IRE),6,0.0
Adel (GER),5,0.0
Adel Weise (JPN),0,0.0
Adela (FR),1,0.0
Adela Icon (IRE),10,0.2
Adela Of Champagne (FR),6,0.1666666666666666
Adelabella (IRE),16,0.125
Adelaide (IRE),0,0.0
Adelaide Ace (NZ),1,0.0
Adelaide Bay (GB),16,0.1875
Adelaide Miss (USA),0,0.0
Adelaide River (IRE),18,0.1111111111111111
Adelaide Rose (GER),2,0.0
Adelaise (IRE),17,0.1176470588235294
Adelante (FR),18,0.0555555555555555
Adelar (GER),1,0.0
Adelase (AUS),1,0.0
Adelasia (IRE),2,0.0
Adele (FR),0,0.0
Adele (GER),5,0.2
Adele Amour (AUS),3,0.0
Adele Co (IRE),9,0.0
Adele Star (FR),0,0.0
Adelena (IRE),14,0.0
Adeliade (IRE),9,0.1111111111111111
Adelidelo (FR),0,0.0
Adelieses Smile (USA),0,0.0
Adelinda (IRE),0,0.0
Adeline (IRE),9,0.1111111111111111
Adelisa (IRE),21,0.1428571428571428
Adelita (IRE),11,0.0909090909090909
Adeliz (FR),0,0.0
Adelong (AUS),8,0.0
Adelphi Prince (GB),13,0.0
Adelphi Sprite (GB),8,0.0
Adelphie (FR),6,0.0
Adelyta (FR),0,0.0
Aden Gulf (IRE),5,0.0
Adena Star (IRE),3,0.0
Adept Approach (IRE),1,0.0
Adero (USA),0,0.0
Ades (FR),0,0.0
Adesias (FR),8,0.375
Adeso (ARG),0,0.0
Adeva (IRE),4,0.0
Adhafera (IRE),6,0.1666666666666666
Adham (IRE),10,0.2
Adhamiy (FR),4,0.0
Adhamo (IRE),20,0.15
Adhba (FR),0,0.0
Adhere (USA),4,0.25
Adherence (GB),44,0.0909090909090909
Adhuil (IRE),25,0.0
Adi Shakti (ARG),1,0.0
Adiabate (FR),10,0.0
Adiada (GB),2,0.0
Adial Kedo (IRE),3,0.0
Adiator (GB),22,0.0
Adicci (IRE),11,0.1818181818181818
Adiella (AUS),0,0.0
Adiemus (GER),0,0.0
Adieu Spirit (GB),0,0.0
Adieux (IRE),13,0.1538461538461538
Adifferentballowax (IRE),0,0.0
Adili (IRE),3,0.0
Adimelo (FR),35,0.0857142857142857
Adios (AUS),20,0.15
Adios Alonso (IRE),10,0.1
Adios Amigos (SAF),0,0.0
Adios Clemento (FR),1,0.0
Adios Nardo (USA),0,0.0
Adios Padre (FR),0,0.0
Adios Trippi (USA),0,0.0
Adirato (JPN),4,0.0
Adirondack (AUS),3,0.3333333333333333
Adirondack (IRE),3,0.0
Adirondack Dancer (USA),0,0.0
Adirondack King (USA),2,0.0
Aditi (AUS),0,0.0
